0.000000000000000000e+00 1.183428755421993828e-01 -7.180566679825098331e-02 1.841217999286675028e-04 -1.277460714222235401e-02 1.543182359575326346e-02 -1.409078593069635309e-03 -1.998042310853674185e-03 -2.807164067537734858e-04 6.209535242252211098e-04
1.000000000000000056e-01 -6.308869170540169768e-02 -8.633503678470249437e-03 -3.571012577154548256e-02 -1.582337787556370445e-04 -1.440977588404475027e-02 -5.161969024442253536e-03 -1.138868437439343601e-02 -8.211819622173349709e-03 -9.180280229749593346e-03
2.000000000000000111e-01 9.031252981221572773e-02 8.680737543250524602e-02 -4.373197610771410726e-02 -1.909860038109756700e-02 -1.059141953457749287e-02 -1.911701993748736450e-02 -1.590406904809428187e-02 -1.726367134071013151e-02 -1.471709876744766235e-02
3.000000000000000444e-01 1.187669256221098868e-01 -8.381395732914598273e-02 -3.194414679855559630e-02 -1.004351047863083664e-02 -2.567992017442888297e-02 -2.351539647555491927e-02 -1.943812066169099684e-02 -2.169861371134925929e-02 -1.876795081604215945e-02
4.000000000000000222e-01 -2.120085238518013004e-01 -8.539581502781785904e-02 1.757328967092641053e-03 -2.999807991224956449e-02 -2.432948302299439008e-02 -1.720308390974537374e-02 -2.140567515994309250e-02 -1.995323829527802240e-02 -2.209196437752986367e-02
5.000000000000000000e-01 -1.468274815485446361e-01 7.689563963341664032e-02 -3.558080229438046610e-02 -1.460810229153051282e-02 -3.321582694200160557e-02 -2.783858704291838904e-02 -2.074382774672666255e-02 -1.585155252279157184e-02 -1.850287249505241927e-02
6.000000000000000888e-01 1.282815856648738817e-01 -1.153543154133459571e-02 -1.935834291616265676e-02 1.379113035803299081e-02 -3.288847648980461336e-02 -2.235416617877383424e-02 -2.366892232327747619e-02 -1.689180532480837049e-02 -1.590869525329725864e-02
7.000000000000000666e-01 4.071679612740056187e-02 -6.319257642842729568e-03 -2.780935647857746620e-03 -3.687691111160556340e-03 -9.897055508470196591e-03 -1.168304353357391828e-02 -1.716195355522623367e-02 -1.375602783390395337e-02 -1.294676403371919186e-02
8.000000000000000444e-01 -4.240266764344953476e-02 1.205166170211659504e-01 -1.166673369854184274e-02 -1.745247816839396154e-03 9.600336380618282664e-03 -2.220952974595961655e-03 -6.044396273972445915e-03 -6.754160736758935482e-03 -3.021798454009615512e-03
9.000000000000000222e-01 7.863427280308041278e-02 5.870841299482019993e-02 1.539612910248116390e-02 4.525790100061309953e-03 1.372799275587289602e-03 7.676621841925273214e-03 4.317934377144514238e-03 5.729430304931878125e-03 2.875865656212187038e-03
